Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Acer,Intel i7,4,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,7.8,3.0,FreeDOS,1271.73
Lenovo,Intel i9,32,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,6.1,2.54,Windows,2509.72
Samsung,AMD Ryzen 7,8,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,7.6,3.11,macOS,1042.6
Razer,Intel i3,8,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,6.8,2.59,macOS,2089.73
Samsung,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,13.3,1366x768,11.3,2.16,macOS,758.17
MSI,Intel i7,64,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,7.0,3.25,Linux,5215.22
HP,Intel i3,8,1TB HDD,Integrated,14.0,2560x1440,6.4,1.62,Windows,647.35
Acer,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,9.7,2.43,macOS,1153.71
Samsung,AMD Ryzen 3,16,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,10.4,2.47,Linux,1763.75
Apple,Intel i9,32,2TB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.7,2.83,macOS,5050.95
HP,AMD Ryzen 5,32,256GB SSD,AMD Radeon RX 6600,16.0,1920x1080,11.5,3.17,macOS,1625.23
Apple,AMD Ryzen 7,64,2TB SSD,Nvidia RTX 3080,15.6,1366x768,11.1,2.43,FreeDOS,3921.13
Asus,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,7.0,2.93,FreeDOS,1867.68
Lenovo,AMD Ryzen 7,4,256GB SSD,Integrated,14.0,1920x1080,6.1,3.31,Linux,832.99
Samsung,Intel i5,8,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.8,2.44,Linux,1899.15
Razer,Intel i3,4,512GB SSD,Integrated,13.3,2560x1440,8.5,1.53,Linux,1030.11
Microsoft,Intel i3,32,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.6,1.85,macOS,1964.96
Asus,AMD Ryzen 5,32,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,6.4,1.9,Windows,2151.01
Dell,Intel i9,64,256GB SSD,Nvidia RTX 2060,15.6,1366x768,6.5,1.3,FreeDOS,3604.04
MSI,Intel i9,16,512GB SSD,Integrated,13.3,2560x1440,10.2,2.88,Linux,2147.64
Lenovo,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 3080,14.0,1366x768,5.8,1.67,Windows,3221.75
Asus,AMD Ryzen 5,64,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.8,1.97,macOS,4277.7
Samsung,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,11.6,2.46,Linux,1462.99
Dell,Intel i5,16,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,7.8,2.07,Windows,1003.72
Razer,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,4.4,3.26,Windows,1476.34
Samsung,Intel i7,8,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.2,1.43,FreeDOS,2179.4
HP,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,5.5,3.18,Windows,1341.99
Asus,Intel i7,8,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,11.5,2.04,macOS,2112.31
Samsung,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,6.6,2.21,Windows,1719.76
MSI,Intel i5,64,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,4.8,3.06,FreeDOS,3301.34
Apple,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,6.7,1.55,FreeDOS,4928.75
Samsung,Intel i7,8,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,10.0,2.37,Linux,2151.93
Lenovo,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.4,2.53,Linux,1639.99
Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,4.2,2.88,FreeDOS,1490.39
Samsung,AMD Ryzen 7,64,1TB SSD,Integrated,17.3,1920x1080,4.7,2.11,macOS,2167.06
MSI,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,8.2,2.44,Linux,1228.63
Acer,AMD Ryzen 9,32,2TB SSD,Integrated,16.0,1920x1080,6.6,2.4,Linux,1893.5
Microsoft,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,7.1,2.69,macOS,2034.72
Apple,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,5.7,1.54,Linux,1559.98
Asus,Intel i7,4,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,6.1,1.52,Linux,1933.66
Microsoft,Intel i7,64,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,6.3,2.72,Windows,2031.79
Dell,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3080,16.0,1920x1080,6.7,2.78,FreeDOS,973.08
HP,Intel i3,4,256GB SSD,Nvidia RTX 3060,16.0,1366x768,5.9,1.87,Windows,859.69
Apple,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,4.2,2.04,Linux,1654.97
HP,Intel i9,8,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.1,2.22,FreeDOS,2900.56
HP,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,14.0,1366x768,6.2,1.93,FreeDOS,895.69
Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 2060,15.6,1366x768,5.7,2.36,macOS,1240.31
Samsung,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,6.3,3.3,FreeDOS,1808.1
HP,Intel i5,32,512GB SSD,Nvidia RTX 3080,15.6,1366x768,4.3,1.46,Linux,1562.0
Apple,Intel i9,4,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,8.4,3.09,FreeDOS,2961.98
Razer,AMD Ryzen 3,16,512GB SSD,Integrated,13.3,1920x1080,11.9,2.86,FreeDOS,1007.75
Razer,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,7.2,2.1,Windows,3362.95
Apple,Intel i3,8,1TB HDD,Nvidia RTX 2060,17.3,3840x2160,11.0,3.22,Linux,2027.73
MSI,AMD Ryzen 9,32,512GB SSD,Nvidia GTX 1650,17.3,2560x1440,8.3,2.8,FreeDOS,4663.89
HP,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3060,16.0,1920x1080,7.9,1.97,FreeDOS,1092.48
Lenovo,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3080,15.6,2560x1440,10.8,2.0,Windows,1489.18
Acer,Intel i5,16,512GB SSD,Integrated,15.6,1366x768,6.1,3.06,Linux,777.05
Dell,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,15.6,2560x1440,7.2,3.22,macOS,2190.36
Lenovo,AMD Ryzen 5,32,256GB SSD,Integrated,13.3,1366x768,11.2,1.5,Windows,878.02
Microsoft,Intel i9,16,1TB HDD,AMD Radeon RX 6600,16.0,3840x2160,4.9,3.42,Windows,3035.73
MSI,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3080,13.3,1920x1080,5.4,3.26,macOS,1862.88
HP,AMD Ryzen 5,16,256GB SSD,Integrated,14.0,1366x768,7.6,2.76,Windows,842.12
MSI,Intel i3,32,256GB SSD,Integrated,15.6,1366x768,9.6,3.48,Linux,937.92
Acer,AMD Ryzen 3,64,1TB HDD,Nvidia RTX 2060,17.3,1366x768,10.2,1.72,Windows,1428.23
HP,Intel i9,8,1TB HDD,Nvidia GTX 1650,14.0,1366x768,11.6,2.28,macOS,1099.4
Acer,AMD Ryzen 9,64,512GB SSD,Integrated,14.0,1920x1080,11.3,2.52,Linux,2628.85
Asus,Intel i5,16,2TB SSD,Nvidia RTX 3080,17.3,1920x1080,11.7,3.24,macOS,1242.07
Acer,AMD Ryzen 5,4,512GB SSD,Integrated,16.0,1366x768,5.8,1.92,FreeDOS,447.84
Microsoft,Intel i7,4,2TB SSD,Integrated,13.3,1366x768,5.7,1.33,macOS,616.43
MSI,AMD Ryzen 9,64,256GB SSD,Integrated,15.6,1920x1080,6.8,2.24,Windows,3863.52
Apple,Intel i5,64,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.5,3.35,Windows,4858.65
MSI,Intel i5,32,1TB SSD,Integrated,15.6,3840x2160,4.4,2.44,Windows,2496.9
Apple,AMD Ryzen 9,8,512GB SSD,Nvidia GTX 1650,14.0,3840x2160,8.0,2.31,FreeDOS,4033.03
MSI,AMD Ryzen 9,4,256GB SSD,Integrated,14.0,2560x1440,11.4,1.81,Linux,1552.26
Acer,AMD Ryzen 7,8,512GB SSD,Integrated,15.6,1366x768,10.2,2.51,Linux,727.5
Microsoft,AMD Ryzen 9,4,1TB SSD,Integrated,16.0,3840x2160,9.6,3.02,Windows,1955.06
MSI,AMD Ryzen 3,4,256GB SSD,Integrated,17.3,1366x768,8.9,3.06,Linux,490.55
Apple,AMD Ryzen 5,32,2TB SSD,AMD Radeon RX 6600,16.0,2560x1440,8.3,1.22,macOS,3109.6
Apple,AMD Ryzen 3,32,1TB HDD,Nvidia RTX 3060,16.0,1366x768,4.4,1.52,Windows,1476.99
Asus,Intel i7,64,512GB SSD,Nvidia RTX 3060,13.3,1920x1080,6.2,3.43,Windows,3065.46
Apple,Intel i9,32,1TB SSD,Nvidia GTX 1650,13.3,3840x2160,7.8,3.33,Linux,6432.38
Apple,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 3060,14.0,2560x1440,6.6,3.31,FreeDOS,3572.23
Dell,Intel i7,64,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,6.5,2.48,FreeDOS,2836.46
Dell,Intel i5,32,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,7.9,1.3,FreeDOS,2792.58
Acer,Intel i3,32,512GB SSD,Nvidia RTX 3060,17.3,1366x768,5.4,2.57,FreeDOS,1149.25
Microsoft,AMD Ryzen 7,64,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,7.3,2.56,FreeDOS,3187.94
Apple,AMD Ryzen 9,4,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,7.5,1.26,FreeDOS,2250.44
Razer,Intel i9,64,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,8.7,3.39,Linux,6754.64
Apple,Intel i7,32,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,6.6,3.49,macOS,3205.61
MSI,AMD Ryzen 3,8,2TB SSD,Integrated,16.0,3840x2160,9.6,2.26,FreeDOS,1433.94
MSI,AMD Ryzen 7,8,256GB SSD,Integrated,14.0,3840x2160,5.8,1.64,Linux,1940.81
Apple,AMD Ryzen 7,4,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,5.1,3.34,Linux,1890.19
MSI,Intel i7,8,256GB SSD,Nvidia RTX 3060,15.6,1366x768,11.4,2.11,Linux,1587.52
Dell,Intel i5,64,512GB SSD,Nvidia RTX 2060,16.0,1366x768,4.9,1.52,macOS,2138.16
Microsoft,AMD Ryzen 7,64,2TB SSD,Integrated,17.3,3840x2160,6.8,2.49,FreeDOS,3737.26
Microsoft,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,15.6,1920x1080,9.9,2.07,Linux,981.96
Samsung,AMD Ryzen 5,32,512GB SSD,Nvidia GTX 1650,15.6,3840x2160,9.6,2.03,Linux,2920.05
Asus,Intel i9,8,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,8.4,1.3,FreeDOS,3047.55
Asus,AMD Ryzen 9,32,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,9.4,1.83,macOS,4661.27
Lenovo,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 2060,14.0,1920x1080,10.1,1.85,macOS,1080.6
Dell,Intel i5,16,1TB SSD,AMD Radeon RX 6600,17.3,1366x768,11.6,3.21,macOS,1228.39
Lenovo,Intel i7,32,1TB HDD,Nvidia RTX 2060,16.0,1366x768,7.5,2.84,Windows,1468.48
Microsoft,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,11.7,2.92,Linux,4003.83
Samsung,Intel i5,32,256GB SSD,Nvidia RTX 3060,13.3,1920x1080,4.9,3.31,Windows,1718.12
Dell,AMD Ryzen 5,32,512GB SSD,Nvidia GTX 1650,15.6,2560x1440,4.2,1.44,FreeDOS,2089.48
Acer,AMD Ryzen 9,8,1TB HDD,Nvidia RTX 3060,15.6,1920x1080,10.4,3.48,Windows,1630.04
Dell,Intel i3,16,2TB SSD,Integrated,16.0,1920x1080,9.2,2.29,FreeDOS,752.3
MSI,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3060,17.3,2560x1440,5.5,1.67,macOS,2946.65
Acer,Intel i5,4,256GB SSD,Nvidia GTX 1650,14.0,3840x2160,11.0,1.32,Windows,1424.05
Asus,AMD Ryzen 9,4,1TB HDD,Integrated,16.0,3840x2160,10.4,1.38,FreeDOS,1417.87
Dell,Intel i9,4,256GB SSD,Integrated,17.3,2560x1440,11.5,2.45,Windows,1449.12
Apple,AMD Ryzen 5,8,1TB SSD,AMD Radeon RX 6600,16.0,3840x2160,11.2,2.38,Linux,2769.89
HP,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 2060,14.0,1366x768,6.4,3.18,Linux,2461.76
Lenovo,Intel i5,8,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,10.8,3.46,FreeDOS,1757.15
Asus,AMD Ryzen 5,4,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,10.0,3.07,Linux,1299.95
Dell,Intel i5,16,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,8.0,2.9,Windows,1615.13
Acer,AMD Ryzen 7,32,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,9.1,3.15,Windows,2718.06
Acer,AMD Ryzen 3,32,256GB SSD,AMD Radeon RX 6800,13.3,1366x768,4.4,1.21,Windows,1197.38
Asus,AMD Ryzen 9,8,512GB SSD,Nvidia RTX 3060,15.6,1920x1080,8.5,1.5,macOS,1836.04
MSI,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,10.6,2.07,FreeDOS,4176.69
Razer,AMD Ryzen 5,32,256GB SSD,Integrated,13.3,1366x768,4.3,2.81,Windows,1277.38
Acer,AMD Ryzen 9,4,256GB SSD,Nvidia GTX 1650,13.3,1920x1080,6.1,2.84,macOS,1427.61
Samsung,Intel i3,32,2TB SSD,Nvidia RTX 2060,13.3,1366x768,8.3,1.64,Linux,1129.43
Lenovo,Intel i7,32,2TB SSD,AMD Radeon RX 6800,15.6,2560x1440,8.6,1.83,FreeDOS,2787.01
Samsung,Intel i9,4,1TB SSD,Nvidia RTX 3060,15.6,3840x2160,4.3,1.49,macOS,2753.75
Razer,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,6.8,3.08,macOS,4987.65
Acer,Intel i5,64,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,4.2,3.21,macOS,3477.37
Microsoft,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 2060,13.3,1366x768,10.7,2.71,macOS,916.77
Apple,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3080,17.3,1920x1080,10.3,3.42,Windows,1459.94
Acer,Intel i3,64,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.8,2.41,Windows,1920.81
Acer,Intel i9,16,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,8.4,2.18,Linux,1369.66
Lenovo,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6600,17.3,1366x768,7.1,2.94,Windows,2201.76
Asus,AMD Ryzen 3,16,512GB SSD,Integrated,13.3,3840x2160,11.0,1.84,FreeDOS,1178.34
Dell,Intel i5,64,1TB HDD,Nvidia RTX 3060,17.3,1920x1080,7.9,1.83,macOS,2132.57
MSI,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,5.4,2.44,Linux,3945.19
Lenovo,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6800,14.0,2560x1440,10.5,1.82,macOS,1086.67
HP,Intel i9,16,512GB SSD,AMD Radeon RX 6600,16.0,3840x2160,9.0,1.38,Linux,3480.51
Microsoft,Intel i5,16,512GB SSD,Nvidia GTX 1650,13.3,1366x768,11.1,3.43,Linux,1085.05
Asus,Intel i7,16,1TB SSD,Nvidia GTX 1650,14.0,3840x2160,4.4,2.47,Windows,2373.04
Apple,AMD Ryzen 3,64,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,6.2,1.52,FreeDOS,3180.61
Asus,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 2060,13.3,3840x2160,8.5,3.31,Linux,4818.03
Microsoft,Intel i7,8,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,10.9,2.98,FreeDOS,1612.32
Microsoft,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 2060,16.0,2560x1440,4.9,2.94,Windows,1392.53
Lenovo,AMD Ryzen 9,16,1TB HDD,Nvidia RTX 3080,14.0,2560x1440,4.4,2.55,Windows,1943.04
Lenovo,Intel i3,8,1TB HDD,Nvidia RTX 2060,17.3,1366x768,9.3,2.62,macOS,722.73
Razer,Intel i3,4,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,10.1,1.28,macOS,1124.99
Apple,Intel i3,64,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,11.6,2.31,Windows,3121.75
Apple,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,1366x768,5.2,2.63,Linux,1228.45
Asus,Intel i3,16,512GB SSD,AMD Radeon RX 6800,16.0,1920x1080,8.2,1.74,macOS,1268.38
HP,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 2060,17.3,3840x2160,5.9,2.6,macOS,2525.58
MSI,Intel i5,64,2TB SSD,Nvidia RTX 3060,13.3,3840x2160,5.7,1.3,macOS,5239.22
Acer,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,9.7,3.31,FreeDOS,1775.71
Acer,Intel i9,64,2TB SSD,AMD Radeon RX 6800,15.6,1366x768,8.9,2.3,macOS,3664.82
MSI,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,9.3,2.68,FreeDOS,1351.04
HP,AMD Ryzen 9,32,1TB HDD,Integrated,13.3,1366x768,5.8,1.61,FreeDOS,1134.9
Razer,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 2060,16.0,1366x768,10.2,1.78,Linux,996.03
Acer,Intel i7,32,512GB SSD,Integrated,17.3,1920x1080,4.3,2.03,Linux,1534.46
HP,Intel i9,8,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,11.3,2.15,Windows,1917.44
Razer,Intel i7,32,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,5.8,3.46,Windows,4698.59
Asus,Intel i5,8,512GB SSD,Nvidia RTX 3060,17.3,1366x768,8.9,1.82,macOS,867.55
Razer,AMD Ryzen 3,32,256GB SSD,AMD Radeon RX 6600,15.6,3840x2160,10.0,1.76,Linux,3413.39
MSI,Intel i5,32,1TB HDD,AMD Radeon RX 6600,15.6,3840x2160,5.6,2.58,FreeDOS,3079.63
Asus,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,6.4,2.66,Linux,1723.71
Microsoft,Intel i3,32,512GB SSD,AMD Radeon RX 6600,15.6,1366x768,9.0,2.48,Linux,1281.17
Razer,Intel i5,32,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,4.8,2.87,macOS,2737.27
Acer,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,12.0,2.37,Linux,1389.57
Apple,Intel i3,4,1TB SSD,Nvidia RTX 3080,14.0,1366x768,6.5,3.17,FreeDOS,918.31
Asus,Intel i5,4,1TB SSD,Nvidia RTX 2060,13.3,1366x768,6.7,3.36,FreeDOS,653.17
Acer,Intel i5,4,1TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.2,3.36,FreeDOS,1594.46
Dell,AMD Ryzen 5,64,256GB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.9,2.99,macOS,4446.64
Acer,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,14.0,2560x1440,9.6,3.44,Windows,1229.22
Microsoft,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6600,13.3,3840x2160,8.1,2.51,Windows,4222.74
Razer,Intel i7,8,256GB SSD,Integrated,16.0,2560x1440,11.4,1.41,FreeDOS,1600.52
Dell,Intel i3,4,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,5.9,3.26,FreeDOS,1255.75
Acer,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,8.0,2.14,FreeDOS,4423.98
Acer,Intel i5,32,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,12.0,3.4,FreeDOS,2056.89
Lenovo,Intel i3,32,2TB SSD,Nvidia RTX 2060,13.3,2560x1440,7.7,3.26,Windows,1691.48
Asus,AMD Ryzen 3,64,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,11.3,1.27,Linux,2403.22
Microsoft,AMD Ryzen 5,64,2TB SSD,Nvidia RTX 3080,15.6,1366x768,6.9,1.28,FreeDOS,2049.43
Apple,Intel i5,4,2TB SSD,Nvidia RTX 3080,16.0,3840x2160,4.7,2.88,FreeDOS,2581.87
Dell,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 3060,16.0,2560x1440,5.0,2.04,Windows,1500.49
Dell,Intel i3,32,1TB HDD,Nvidia GTX 1650,16.0,3840x2160,5.4,2.49,macOS,1995.82
Asus,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6600,15.6,1366x768,6.6,2.62,FreeDOS,852.57
Lenovo,Intel i3,4,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,6.6,2.42,macOS,584.38
Dell,Intel i9,8,2TB SSD,Nvidia RTX 2060,16.0,2560x1440,6.6,1.42,Windows,2181.67
Dell,Intel i5,16,512GB SSD,Nvidia RTX 3060,14.0,1366x768,10.6,3.23,macOS,965.73
Apple,AMD Ryzen 5,32,256GB SSD,AMD Radeon RX 6600,14.0,1366x768,9.2,2.8,Windows,2142.95
Asus,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3080,14.0,1366x768,7.0,1.39,macOS,2185.16
HP,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3080,16.0,1920x1080,4.5,3.32,macOS,1726.42
Apple,Intel i5,32,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,5.0,1.23,FreeDOS,2371.71
Asus,Intel i9,4,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,7.8,2.98,FreeDOS,1380.04
Asus,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,5.1,1.35,macOS,953.75
Apple,Intel i3,8,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,7.3,2.26,macOS,1207.7
MSI,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,7.9,3.2,Windows,798.76
HP,Intel i5,64,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,6.6,2.39,macOS,2851.21
Razer,Intel i7,64,256GB SSD,Nvidia RTX 3060,14.0,1366x768,7.9,2.37,Linux,3419.04
Microsoft,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,8.3,2.88,Linux,1002.46
MSI,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3080,16.0,1366x768,9.8,2.2,macOS,1000.02
Microsoft,Intel i3,8,1TB SSD,Integrated,15.6,2560x1440,10.7,2.54,Windows,733.54
Asus,Intel i5,32,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,10.7,2.8,Linux,1685.13
Dell,Intel i5,8,256GB SSD,Nvidia RTX 2060,15.6,3840x2160,11.3,1.88,macOS,1915.67
Dell,AMD Ryzen 3,8,2TB SSD,Nvidia RTX 3080,15.6,1920x1080,10.2,1.78,Windows,868.65
Asus,Intel i7,16,1TB HDD,Nvidia RTX 3060,16.0,1366x768,8.7,3.41,Linux,1247.95
Dell,Intel i5,16,1TB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.4,1.2,FreeDOS,1729.63
Acer,AMD Ryzen 3,8,256GB SSD,Nvidia GTX 1650,17.3,1920x1080,7.8,2.27,Linux,1052.67
Razer,AMD Ryzen 7,64,512GB SSD,Nvidia GTX 1650,13.3,3840x2160,7.4,3.14,Linux,6910.71
MSI,Intel i5,4,1TB SSD,Nvidia GTX 1650,14.0,1366x768,8.1,3.27,macOS,1134.1
Microsoft,Intel i9,8,2TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.1,3.17,macOS,2209.22
Asus,Intel i3,64,1TB SSD,AMD Radeon RX 6600,16.0,2560x1440,8.9,1.98,Linux,2740.82
Asus,Intel i9,32,512GB SSD,Integrated,17.3,1920x1080,10.3,1.64,Linux,1844.78
Microsoft,Intel i3,8,1TB HDD,Nvidia RTX 3080,17.3,2560x1440,9.7,2.22,FreeDOS,943.76
Microsoft,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3060,17.3,1920x1080,6.6,1.44,Linux,2197.77
Apple,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,16.0,2560x1440,8.8,2.05,Windows,2583.49
Samsung,AMD Ryzen 9,4,256GB SSD,Integrated,15.6,1920x1080,9.1,1.7,Linux,1128.94
Dell,Intel i5,16,256GB SSD,Nvidia RTX 3080,16.0,1920x1080,5.4,2.98,FreeDOS,1198.78
Asus,AMD Ryzen 7,16,256GB SSD,Nvidia GTX 1650,15.6,2560x1440,6.5,1.4,Linux,2173.29
Asus,Intel i9,16,1TB HDD,Nvidia RTX 3060,15.6,2560x1440,11.0,2.66,macOS,2419.54
Razer,Intel i7,4,1TB HDD,Integrated,14.0,1366x768,5.3,2.19,macOS,898.68
Apple,AMD Ryzen 3,16,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,5.2,2.53,FreeDOS,2381.66
Lenovo,AMD Ryzen 9,64,1TB SSD,Integrated,16.0,3840x2160,5.3,2.6,Linux,4738.01
HP,AMD Ryzen 3,8,1TB SSD,AMD Radeon RX 6600,16.0,1920x1080,9.1,1.83,FreeDOS,845.35
MSI,AMD Ryzen 9,32,1TB SSD,Nvidia RTX 3080,14.0,1366x768,7.9,2.66,Linux,2919.7
Dell,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3080,17.3,1366x768,5.5,2.11,Windows,1497.85
Microsoft,Intel i3,64,2TB SSD,Nvidia RTX 3060,16.0,2560x1440,11.3,2.53,Linux,2753.5
Asus,Intel i3,16,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,6.3,2.54,macOS,1050.16
Apple,AMD Ryzen 9,8,256GB SSD,Nvidia RTX 3060,14.0,3840x2160,4.6,3.27,Windows,4033.82
Asus,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 3080,17.3,1920x1080,5.6,1.59,Linux,1483.64
HP,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 2060,16.0,1920x1080,10.4,2.05,FreeDOS,878.91
HP,Intel i7,16,2TB SSD,AMD Radeon RX 6800,14.0,1366x768,5.7,1.69,macOS,1201.51
Lenovo,AMD Ryzen 9,4,2TB SSD,Nvidia RTX 3060,16.0,2560x1440,10.5,1.27,FreeDOS,2148.6
